no,target,t,activity,appCat.builtin,appCat.communication,appCat.entertainment,appCat.finance,appCat.game,appCat.office,appCat.other,appCat.social,appCat.travel,appCat.unknown,appCat.utilities,appCat.weather,call,circumplex.arousal,circumplex.valence,frequency,mood,screen,sms
88,8,1,0.07868813828691651,854.1979999999999,820.5580000000001,1981.5039999999995,65.43900000000001,0.0,18.698999999999998,98.842,0.0,54.144999999999996,0.0,0.0,0.0,2.0,0.2,0.6,104.0,7.4,3364.240000724794,0.0
88,8,2,0.08363645439998374,19586.765999999996,685.1839999999999,2093.1600000000008,72.10300000000001,0.0,0.0,91.237,0.0,0.0,20.192,29.197000000000003,0.0,1.0,0.0,1.0,81.0,7.8,2312.74599981308,0.0
88,8,3,0.0871065604162596,617.093,804.0909999999999,1371.5649999999998,47.284,0.0,6.163,902.6700000000001,0.0,0.0,315.509,0.0,0.0,0.0,0.2,1.4,77.0,7.8,3231.443998813628,3.0
89,7,0,0.07868813828691651,854.1979999999999,820.5580000000001,1981.5039999999995,65.43900000000001,0.0,18.698999999999998,98.842,0.0,54.144999999999996,0.0,0.0,0.0,2.0,0.2,0.6,104.0,7.4,3364.240000724794,0.0
89,7,1,0.08363645439998374,19586.765999999996,685.1839999999999,2093.1600000000008,72.10300000000001,0.0,0.0,91.237,0.0,0.0,20.192,29.197000000000003,0.0,1.0,0.0,1.0,81.0,7.8,2312.74599981308,0.0
89,7,2,0.0871065604162596,617.093,804.0909999999999,1371.5649999999998,47.284,0.0,6.163,902.6700000000001,0.0,0.0,315.509,0.0,0.0,0.0,0.2,1.4,77.0,7.8,3231.443998813628,3.0
89,7,3,0.11442793762963628,263.05899999999997,1110.404,2295.814,0.0,0.0,106.48599999999999,60.862,0.0,19.695999999999998,0.0,0.0,0.0,6.0,1.2,1.0,95.0,7.6,3852.661998987194,0.0
90,7,0,0.08363645439998374,19586.765999999996,685.1839999999999,2093.1600000000008,72.10300000000001,0.0,0.0,91.237,0.0,0.0,20.192,29.197000000000003,0.0,1.0,0.0,1.0,81.0,7.8,2312.74599981308,0.0
90,7,1,0.0871065604162596,617.093,804.0909999999999,1371.5649999999998,47.284,0.0,6.163,902.6700000000001,0.0,0.0,315.509,0.0,0.0,0.0,0.2,1.4,77.0,7.8,3231.443998813628,3.0
90,7,2,0.11442793762963628,263.05899999999997,1110.404,2295.814,0.0,0.0,106.48599999999999,60.862,0.0,19.695999999999998,0.0,0.0,0.0,6.0,1.2,1.0,95.0,7.6,3852.661998987194,0.0
90,7,3,0.07677201548523707,11.062999999999999,730.3430000000001,4234.200000000001,0.0,0.0,0.0,1024.5929999999998,0.0,0.0,23.094,0.0,0.0,0.0,0.2,0.8,66.0,6.8,6028.5489985942895,0.0
91,7,0,0.0871065604162596,617.093,804.0909999999999,1371.5649999999998,47.284,0.0,6.163,902.6700000000001,0.0,0.0,315.509,0.0,0.0,0.0,0.2,1.4,77.0,7.8,3231.443998813628,3.0
91,7,1,0.11442793762963628,263.05899999999997,1110.404,2295.814,0.0,0.0,106.48599999999999,60.862,0.0,19.695999999999998,0.0,0.0,0.0,6.0,1.2,1.0,95.0,7.6,3852.661998987194,0.0
91,7,2,0.07677201548523707,11.062999999999999,730.3430000000001,4234.200000000001,0.0,0.0,0.0,1024.5929999999998,0.0,0.0,23.094,0.0,0.0,0.0,0.2,0.8,66.0,6.8,6028.5489985942895,0.0
91,7,3,0.14406393678902962,596.0109999999999,1787.4449999999997,2513.812000000001,88.197,0.0,124.68100000000001,72.08200000000001,0.0,0.0,82.764,0.0,0.0,2.0,0.2,1.0,93.0,7.4,5035.644999742507,0.0
92,8,0,0.11442793762963628,263.05899999999997,1110.404,2295.814,0.0,0.0,106.48599999999999,60.862,0.0,19.695999999999998,0.0,0.0,0.0,6.0,1.2,1.0,95.0,7.6,3852.661998987194,0.0
92,8,1,0.07677201548523707,11.062999999999999,730.3430000000001,4234.200000000001,0.0,0.0,0.0,1024.5929999999998,0.0,0.0,23.094,0.0,0.0,0.0,0.2,0.8,66.0,6.8,6028.5489985942895,0.0
92,8,2,0.14406393678902962,596.0109999999999,1787.4449999999997,2513.812000000001,88.197,0.0,124.68100000000001,72.08200000000001,0.0,0.0,82.764,0.0,0.0,2.0,0.2,1.0,93.0,7.4,5035.644999742507,0.0
92,8,3,0.1038308889653645,873.53,683.3639999999999,1307.6369999999997,27.089,0.0,1494.864,70.913,0.0,0.0,11.128,0.0,0.0,2.0,0.4,1.2,84.0,7.4,4475.891999959949,1.0
93,7,0,0.07677201548523707,11.062999999999999,730.3430000000001,4234.200000000001,0.0,0.0,0.0,1024.5929999999998,0.0,0.0,23.094,0.0,0.0,0.0,0.2,0.8,66.0,6.8,6028.5489985942895,0.0
93,7,1,0.14406393678902962,596.0109999999999,1787.4449999999997,2513.812000000001,88.197,0.0,124.68100000000001,72.08200000000001,0.0,0.0,82.764,0.0,0.0,2.0,0.2,1.0,93.0,7.4,5035.644999742507,0.0
93,7,2,0.1038308889653645,873.53,683.3639999999999,1307.6369999999997,27.089,0.0,1494.864,70.913,0.0,0.0,11.128,0.0,0.0,2.0,0.4,1.2,84.0,7.4,4475.891999959949,1.0
93,7,3,0.0921222333052219,23.843000000000004,763.8649999999999,984.3600000000002,31.735,0.0,16.27,74.42000000000002,0.0,0.0,50.254,0.0,0.0,0.0,0.6,1.0,89.0,7.8,1773.7219996452322,0.0
94,8,0,0.14406393678902962,596.0109999999999,1787.4449999999997,2513.812000000001,88.197,0.0,124.68100000000001,72.08200000000001,0.0,0.0,82.764,0.0,0.0,2.0,0.2,1.0,93.0,7.4,5035.644999742507,0.0
94,8,1,0.1038308889653645,873.53,683.3639999999999,1307.6369999999997,27.089,0.0,1494.864,70.913,0.0,0.0,11.128,0.0,0.0,2.0,0.4,1.2,84.0,7.4,4475.891999959949,1.0
94,8,2,0.0921222333052219,23.843000000000004,763.8649999999999,984.3600000000002,31.735,0.0,16.27,74.42000000000002,0.0,0.0,50.254,0.0,0.0,0.0,0.6,1.0,89.0,7.8,1773.7219996452322,0.0
94,8,3,0.1080663991151945,103.68900000000001,1778.9790000000007,2776.328,0.0,0.0,5.217,95.092,13.22,0.0,2239.937,0.0,0.0,0.0,0.4,1.0,91.0,7.4,7018.261001348491,2.0
95,8,0,0.1038308889653645,873.53,683.3639999999999,1307.6369999999997,27.089,0.0,1494.864,70.913,0.0,0.0,11.128,0.0,0.0,2.0,0.4,1.2,84.0,7.4,4475.891999959949,1.0
95,8,1,0.0921222333052219,23.843000000000004,763.8649999999999,984.3600000000002,31.735,0.0,16.27,74.42000000000002,0.0,0.0,50.254,0.0,0.0,0.0,0.6,1.0,89.0,7.8,1773.7219996452322,0.0
95,8,2,0.1080663991151945,103.68900000000001,1778.9790000000007,2776.328,0.0,0.0,5.217,95.092,13.22,0.0,2239.937,0.0,0.0,0.0,0.4,1.0,91.0,7.4,7018.261001348491,2.0
95,8,3,0.12018808327176551,102.15899999999999,1698.898,3128.4889999999996,17.149,0.0,9.16,354.0920000000001,0.0,0.0,28.343,4.513,0.0,0.0,0.2,1.0,90.0,7.6,4983.920999288562,0.0
96,7,0,0.0921222333052219,23.843000000000004,763.8649999999999,984.3600000000002,31.735,0.0,16.27,74.42000000000002,0.0,0.0,50.254,0.0,0.0,0.0,0.6,1.0,89.0,7.8,1773.7219996452322,0.0
96,7,1,0.1080663991151945,103.68900000000001,1778.9790000000007,2776.328,0.0,0.0,5.217,95.092,13.22,0.0,2239.937,0.0,0.0,0.0,0.4,1.0,91.0,7.4,7018.261001348491,2.0
96,7,2,0.12018808327176551,102.15899999999999,1698.898,3128.4889999999996,17.149,0.0,9.16,354.0920000000001,0.0,0.0,28.343,4.513,0.0,0.0,0.2,1.0,90.0,7.6,4983.920999288562,0.0
96,7,3,0.12703734227128452,19477.058999999994,229.648,12054.726,0.0,0.0,0.0,1072.477,0.0,0.0,21.096,9.33,0.0,6.0,0.3333333333333333,1.0,44.0,7.666666666666667,2492.8179993629456,0.0
97,7,0,0.1080663991151945,103.68900000000001,1778.9790000000007,2776.328,0.0,0.0,5.217,95.092,13.22,0.0,2239.937,0.0,0.0,0.0,0.4,1.0,91.0,7.4,7018.261001348491,2.0
97,7,1,0.12018808327176551,102.15899999999999,1698.898,3128.4889999999996,17.149,0.0,9.16,354.0920000000001,0.0,0.0,28.343,4.513,0.0,0.0,0.2,1.0,90.0,7.6,4983.920999288562,0.0
97,7,2,0.12703734227128452,19477.058999999994,229.648,12054.726,0.0,0.0,0.0,1072.477,0.0,0.0,21.096,9.33,0.0,6.0,0.3333333333333333,1.0,44.0,7.666666666666667,2492.8179993629456,0.0
97,7,3,0.07813754216620178,1391.4610000000002,2391.0519999999997,3217.933999999999,0.0,0.0,643.756,4335.307,0.0,0.0,0.0,0.0,0.0,1.0,0.2,1.0,73.0,7.4,7752.552998781202,1.0
98,8,0,0.12018808327176551,102.15899999999999,1698.898,3128.4889999999996,17.149,0.0,9.16,354.0920000000001,0.0,0.0,28.343,4.513,0.0,0.0,0.2,1.0,90.0,7.6,4983.920999288562,0.0
98,8,1,0.12703734227128452,19477.058999999994,229.648,12054.726,0.0,0.0,0.0,1072.477,0.0,0.0,21.096,9.33,0.0,6.0,0.3333333333333333,1.0,44.0,7.666666666666667,2492.8179993629456,0.0
98,8,2,0.07813754216620178,1391.4610000000002,2391.0519999999997,3217.933999999999,0.0,0.0,643.756,4335.307,0.0,0.0,0.0,0.0,0.0,1.0,0.2,1.0,73.0,7.4,7752.552998781202,1.0
98,8,3,0.09289626571780712,1808.078,3571.216999999999,1152.6689999999994,28.19,0.0,8.073,58.008,41.365,0.0,11.226,17.303,0.0,0.0,0.0,0.8,81.0,7.0,4230.447000265119,1.0
99,8,0,0.12703734227128452,19477.058999999994,229.648,12054.726,0.0,0.0,0.0,1072.477,0.0,0.0,21.096,9.33,0.0,6.0,0.3333333333333333,1.0,44.0,7.666666666666667,2492.8179993629456,0.0
99,8,1,0.07813754216620178,1391.4610000000002,2391.0519999999997,3217.933999999999,0.0,0.0,643.756,4335.307,0.0,0.0,0.0,0.0,0.0,1.0,0.2,1.0,73.0,7.4,7752.552998781202,1.0
99,8,2,0.09289626571780712,1808.078,3571.216999999999,1152.6689999999994,28.19,0.0,8.073,58.008,41.365,0.0,11.226,17.303,0.0,0.0,0.0,0.8,81.0,7.0,4230.447000265119,1.0
99,8,3,0.11955499852139127,726.5,2245.3019999999997,1850.041999999999,0.0,0.0,6.025,100.23500000000001,0.0,0.0,12.082,0.0,0.0,6.0,0.2,0.8,127.0,7.6,3964.784998178483,0.0
100,7,0,0.07813754216620178,1391.4610000000002,2391.0519999999997,3217.933999999999,0.0,0.0,643.756,4335.307,0.0,0.0,0.0,0.0,0.0,1.0,0.2,1.0,73.0,7.4,7752.552998781202,1.0
100,7,1,0.09289626571780712,1808.078,3571.216999999999,1152.6689999999994,28.19,0.0,8.073,58.008,41.365,0.0,11.226,17.303,0.0,0.0,0.0,0.8,81.0,7.0,4230.447000265119,1.0
100,7,2,0.11955499852139127,726.5,2245.3019999999997,1850.041999999999,0.0,0.0,6.025,100.23500000000001,0.0,0.0,12.082,0.0,0.0,6.0,0.2,0.8,127.0,7.6,3964.784998178483,0.0
100,7,3,0.1147681692149471,244.23899999999995,1454.3010000000004,3481.064,18.113,0.0,33.186,175.37999999999997,0.0,0.0,38.227999999999994,7.662,0.0,2.0,0.8,1.0,102.0,8.0,5334.567000150679,0.0
101,8,0,0.09289626571780712,1808.078,3571.216999999999,1152.6689999999994,28.19,0.0,8.073,58.008,41.365,0.0,11.226,17.303,0.0,0.0,0.0,0.8,81.0,7.0,4230.447000265119,1.0
101,8,1,0.11955499852139127,726.5,2245.3019999999997,1850.041999999999,0.0,0.0,6.025,100.23500000000001,0.0,0.0,12.082,0.0,0.0,6.0,0.2,0.8,127.0,7.6,3964.784998178483,0.0
101,8,2,0.1147681692149471,244.23899999999995,1454.3010000000004,3481.064,18.113,0.0,33.186,175.37999999999997,0.0,0.0,38.227999999999994,7.662,0.0,2.0,0.8,1.0,102.0,8.0,5334.567000150679,0.0
101,8,3,0.14085924635236632,1816.3600000000006,2048.286,1159.785,172.576,0.0,0.0,167.096,0.0,0.0,101.287,31.331,0.0,4.0,0.25,0.75,155.0,7.25,5006.50600028038,2.0
102,8,0,0.11955499852139127,726.5,2245.3019999999997,1850.041999999999,0.0,0.0,6.025,100.23500000000001,0.0,0.0,12.082,0.0,0.0,6.0,0.2,0.8,127.0,7.6,3964.784998178483,0.0
102,8,1,0.1147681692149471,244.23899999999995,1454.3010000000004,3481.064,18.113,0.0,33.186,175.37999999999997,0.0,0.0,38.227999999999994,7.662,0.0,2.0,0.8,1.0,102.0,8.0,5334.567000150679,0.0
102,8,2,0.14085924635236632,1816.3600000000006,2048.286,1159.785,172.576,0.0,0.0,167.096,0.0,0.0,101.287,31.331,0.0,4.0,0.25,0.75,155.0,7.25,5006.50600028038,2.0
102,8,3,0.07387608289940913,1751.5780000000004,1206.113,4304.597,0.0,0.0,183.844,47.28200000000001,0.0,0.0,18.267,7.954,0.0,6.0,0.0,1.0,96.0,7.5,6253.73700046539,0.0
103,8,0,0.1147681692149471,244.23899999999995,1454.3010000000004,3481.064,18.113,0.0,33.186,175.37999999999997,0.0,0.0,38.227999999999994,7.662,0.0,2.0,0.8,1.0,102.0,8.0,5334.567000150679,0.0
103,8,1,0.14085924635236632,1816.3600000000006,2048.286,1159.785,172.576,0.0,0.0,167.096,0.0,0.0,101.287,31.331,0.0,4.0,0.25,0.75,155.0,7.25,5006.50600028038,2.0
103,8,2,0.07387608289940913,1751.5780000000004,1206.113,4304.597,0.0,0.0,183.844,47.28200000000001,0.0,0.0,18.267,7.954,0.0,6.0,0.0,1.0,96.0,7.5,6253.73700046539,0.0
103,8,3,0.20822977708940205,117.62400000000001,1155.189,66.705,0.0,0.0,0.0,53.494,0.0,69.034,0.0,0.0,0.0,4.0,0.6,0.8,48.0,7.8,1441.9180002212522,1.0
104,7,0,0.14085924635236632,1816.3600000000006,2048.286,1159.785,172.576,0.0,0.0,167.096,0.0,0.0,101.287,31.331,0.0,4.0,0.25,0.75,155.0,7.25,5006.50600028038,2.0
104,7,1,0.07387608289940913,1751.5780000000004,1206.113,4304.597,0.0,0.0,183.844,47.28200000000001,0.0,0.0,18.267,7.954,0.0,6.0,0.0,1.0,96.0,7.5,6253.73700046539,0.0
104,7,2,0.20822977708940205,117.62400000000001,1155.189,66.705,0.0,0.0,0.0,53.494,0.0,69.034,0.0,0.0,0.0,4.0,0.6,0.8,48.0,7.8,1441.9180002212522,1.0
104,7,3,0.1468526372239469,489.6720000000001,993.9860000000002,1528.488,0.0,0.0,0.0,49.111000000000004,0.0,26.617,225.16000000000003,0.0,0.0,3.0,0.25,1.0,104.0,7.5,3489.1269993782043,2.0
105,8,0,0.07387608289940913,1751.5780000000004,1206.113,4304.597,0.0,0.0,183.844,47.28200000000001,0.0,0.0,18.267,7.954,0.0,6.0,0.0,1.0,96.0,7.5,6253.73700046539,0.0
105,8,1,0.20822977708940205,117.62400000000001,1155.189,66.705,0.0,0.0,0.0,53.494,0.0,69.034,0.0,0.0,0.0,4.0,0.6,0.8,48.0,7.8,1441.9180002212522,1.0
105,8,2,0.1468526372239469,489.6720000000001,993.9860000000002,1528.488,0.0,0.0,0.0,49.111000000000004,0.0,26.617,225.16000000000003,0.0,0.0,3.0,0.25,1.0,104.0,7.5,3489.1269993782043,2.0
105,8,3,0.020845805030771478,723.0600000000001,242.13600000000002,4016.5240000000003,23.194,0.0,0.0,1681.2969999999998,0.0,167.219,0.0,5.461,0.0,3.0,0.2,1.0,40.0,7.4,6019.938000440603,0.0
106,7,0,0.20822977708940205,117.62400000000001,1155.189,66.705,0.0,0.0,0.0,53.494,0.0,69.034,0.0,0.0,0.0,4.0,0.6,0.8,48.0,7.8,1441.9180002212522,1.0
106,7,1,0.1468526372239469,489.6720000000001,993.9860000000002,1528.488,0.0,0.0,0.0,49.111000000000004,0.0,26.617,225.16000000000003,0.0,0.0,3.0,0.25,1.0,104.0,7.5,3489.1269993782043,2.0
106,7,2,0.020845805030771478,723.0600000000001,242.13600000000002,4016.5240000000003,23.194,0.0,0.0,1681.2969999999998,0.0,167.219,0.0,5.461,0.0,3.0,0.2,1.0,40.0,7.4,6019.938000440603,0.0
106,7,3,0.09285561446082308,126.094,1806.5020000000004,2342.3850000000007,0.0,0.0,39.548,73.49100000000001,0.0,0.0,23.108,0.0,0.0,0.0,0.4,0.8,94.0,7.6,3493.3910002708426,0.0
107,7,0,0.1468526372239469,489.6720000000001,993.9860000000002,1528.488,0.0,0.0,0.0,49.111000000000004,0.0,26.617,225.16000000000003,0.0,0.0,3.0,0.25,1.0,104.0,7.5,3489.1269993782043,2.0
107,7,1,0.020845805030771478,723.0600000000001,242.13600000000002,4016.5240000000003,23.194,0.0,0.0,1681.2969999999998,0.0,167.219,0.0,5.461,0.0,3.0,0.2,1.0,40.0,7.4,6019.938000440603,0.0
107,7,2,0.09285561446082308,126.094,1806.5020000000004,2342.3850000000007,0.0,0.0,39.548,73.49100000000001,0.0,0.0,23.108,0.0,0.0,0.0,0.4,0.8,94.0,7.6,3493.3910002708426,0.0
107,7,3,0.12038971933691188,145.374,1479.5619999999997,2393.7420000000016,159.123,0.0,0.0,58.527,0.0,0.0,24.156,0.0,0.0,0.0,0.6,0.8,107.0,7.0,4272.427999734879,1.0
108,8,0,0.020845805030771478,723.0600000000001,242.13600000000002,4016.5240000000003,23.194,0.0,0.0,1681.2969999999998,0.0,167.219,0.0,5.461,0.0,3.0,0.2,1.0,40.0,7.4,6019.938000440603,0.0
108,8,1,0.09285561446082308,126.094,1806.5020000000004,2342.3850000000007,0.0,0.0,39.548,73.49100000000001,0.0,0.0,23.108,0.0,0.0,0.0,0.4,0.8,94.0,7.6,3493.3910002708426,0.0
108,8,2,0.12038971933691188,145.374,1479.5619999999997,2393.7420000000016,159.123,0.0,0.0,58.527,0.0,0.0,24.156,0.0,0.0,0.0,0.6,0.8,107.0,7.0,4272.427999734879,1.0
108,8,3,0.10600109223606824,115.67500000000001,2815.1409999999996,1748.1069999999997,52.354,0.0,0.0,159.01399999999998,0.0,0.0,17.439,0.0,0.0,0.0,-0.2,1.0,98.0,7.4,4893.604000329971,0.0
109,8,0,0.09285561446082308,126.094,1806.5020000000004,2342.3850000000007,0.0,0.0,39.548,73.49100000000001,0.0,0.0,23.108,0.0,0.0,0.0,0.4,0.8,94.0,7.6,3493.3910002708426,0.0
109,8,1,0.12038971933691188,145.374,1479.5619999999997,2393.7420000000016,159.123,0.0,0.0,58.527,0.0,0.0,24.156,0.0,0.0,0.0,0.6,0.8,107.0,7.0,4272.427999734879,1.0
109,8,2,0.10600109223606824,115.67500000000001,2815.1409999999996,1748.1069999999997,52.354,0.0,0.0,159.01399999999998,0.0,0.0,17.439,0.0,0.0,0.0,-0.2,1.0,98.0,7.4,4893.604000329971,0.0
109,8,3,0.10616761822048393,42.124,7931.976000000001,3332.9510000000005,43.303,0.0,178.498,57.62399999999999,0.0,0.0,54.501,10.174,0.0,0.0,-1.0,1.0,102.0,7.5,10863.719999790188,0.0
110,8,0,0.12038971933691188,145.374,1479.5619999999997,2393.7420000000016,159.123,0.0,0.0,58.527,0.0,0.0,24.156,0.0,0.0,0.0,0.6,0.8,107.0,7.0,4272.427999734879,1.0
110,8,1,0.10600109223606824,115.67500000000001,2815.1409999999996,1748.1069999999997,52.354,0.0,0.0,159.01399999999998,0.0,0.0,17.439,0.0,0.0,0.0,-0.2,1.0,98.0,7.4,4893.604000329971,0.0
110,8,2,0.10616761822048393,42.124,7931.976000000001,3332.9510000000005,43.303,0.0,178.498,57.62399999999999,0.0,0.0,54.501,10.174,0.0,0.0,-1.0,1.0,102.0,7.5,10863.719999790188,0.0
110,8,3,0.26914225033438455,443.291,586.442,2737.0319999999997,0.0,0.0,0.0,90.04600000000002,19.455000000000002,0.0,0.0,0.0,0.0,4.0,-0.25,1.0,65.0,7.5,3489.053999423981,5.0
111,7,0,0.10600109223606824,115.67500000000001,2815.1409999999996,1748.1069999999997,52.354,0.0,0.0,159.01399999999998,0.0,0.0,17.439,0.0,0.0,0.0,-0.2,1.0,98.0,7.4,4893.604000329971,0.0
111,7,1,0.10616761822048393,42.124,7931.976000000001,3332.9510000000005,43.303,0.0,178.498,57.62399999999999,0.0,0.0,54.501,10.174,0.0,0.0,-1.0,1.0,102.0,7.5,10863.719999790188,0.0
111,7,2,0.26914225033438455,443.291,586.442,2737.0319999999997,0.0,0.0,0.0,90.04600000000002,19.455000000000002,0.0,0.0,0.0,0.0,4.0,-0.25,1.0,65.0,7.5,3489.053999423981,5.0
111,7,3,0.06555207175889922,8.94,876.2230000000001,7382.021,0.0,0.0,0.0,2434.284,0.0,540.932,56.349999999999994,0.0,0.0,0.0,-1.4,1.0,79.0,7.6,5290.936999082568,0.0
112,7,0,0.10616761822048393,42.124,7931.976000000001,3332.9510000000005,43.303,0.0,178.498,57.62399999999999,0.0,0.0,54.501,10.174,0.0,0.0,-1.0,1.0,102.0,7.5,10863.719999790188,0.0
112,7,1,0.26914225033438455,443.291,586.442,2737.0319999999997,0.0,0.0,0.0,90.04600000000002,19.455000000000002,0.0,0.0,0.0,0.0,4.0,-0.25,1.0,65.0,7.5,3489.053999423981,5.0
112,7,2,0.06555207175889922,8.94,876.2230000000001,7382.021,0.0,0.0,0.0,2434.284,0.0,540.932,56.349999999999994,0.0,0.0,0.0,-1.4,1.0,79.0,7.6,5290.936999082568,0.0
112,7,3,0.08262849034113322,118.209,2852.190000000001,3497.5220000000013,28.117,0.0,0.0,47.72,7.876,0.0,16.492,13.238,0.0,1.0,-1.4,1.0,107.0,7.0,3365.2200000286102,0.0
113,7,0,0.26914225033438455,443.291,586.442,2737.0319999999997,0.0,0.0,0.0,90.04600000000002,19.455000000000002,0.0,0.0,0.0,0.0,4.0,-0.25,1.0,65.0,7.5,3489.053999423981,5.0
113,7,1,0.06555207175889922,8.94,876.2230000000001,7382.021,0.0,0.0,0.0,2434.284,0.0,540.932,56.349999999999994,0.0,0.0,0.0,-1.4,1.0,79.0,7.6,5290.936999082568,0.0
113,7,2,0.08262849034113322,118.209,2852.190000000001,3497.5220000000013,28.117,0.0,0.0,47.72,7.876,0.0,16.492,13.238,0.0,1.0,-1.4,1.0,107.0,7.0,3365.2200000286102,0.0
113,7,3,0.11869584822490481,20.779,1792.6130000000005,1007.3229999999999,479.494,0.0,6.506,66.64899999999999,0.0,0.0,13.057,0.0,0.0,0.0,-0.6,1.0,114.0,7.2,3669.9149987697606,0.0
114,7,0,0.06555207175889922,8.94,876.2230000000001,7382.021,0.0,0.0,0.0,2434.284,0.0,540.932,56.349999999999994,0.0,0.0,0.0,-1.4,1.0,79.0,7.6,5290.936999082568,0.0
114,7,1,0.08262849034113322,118.209,2852.190000000001,3497.5220000000013,28.117,0.0,0.0,47.72,7.876,0.0,16.492,13.238,0.0,1.0,-1.4,1.0,107.0,7.0,3365.2200000286102,0.0
114,7,2,0.11869584822490481,20.779,1792.6130000000005,1007.3229999999999,479.494,0.0,6.506,66.64899999999999,0.0,0.0,13.057,0.0,0.0,0.0,-0.6,1.0,114.0,7.2,3669.9149987697606,0.0
114,7,3,0.0896922408290305,191.08800000000002,1863.695,2006.6939999999997,0.0,0.0,0.0,85.207,0.0,0.0,41.5,16.27,0.0,0.0,-1.2,1.0,81.0,7.0,4097.972999095917,0.0
115,8,0,0.08262849034113322,118.209,2852.190000000001,3497.5220000000013,28.117,0.0,0.0,47.72,7.876,0.0,16.492,13.238,0.0,1.0,-1.4,1.0,107.0,7.0,3365.2200000286102,0.0
115,8,1,0.11869584822490481,20.779,1792.6130000000005,1007.3229999999999,479.494,0.0,6.506,66.64899999999999,0.0,0.0,13.057,0.0,0.0,0.0,-0.6,1.0,114.0,7.2,3669.9149987697606,0.0
115,8,2,0.0896922408290305,191.08800000000002,1863.695,2006.6939999999997,0.0,0.0,0.0,85.207,0.0,0.0,41.5,16.27,0.0,0.0,-1.2,1.0,81.0,7.0,4097.972999095917,0.0
115,8,3,0.13638883459215953,1824.377,1083.126,3026.651,0.0,0.0,61.166,80.12700000000001,0.0,112.24,0.0,12.198,0.0,1.0,-0.8,1.0,82.0,7.2,3744.9600000381465,0.0
116,8,0,0.11869584822490481,20.779,1792.6130000000005,1007.3229999999999,479.494,0.0,6.506,66.64899999999999,0.0,0.0,13.057,0.0,0.0,0.0,-0.6,1.0,114.0,7.2,3669.9149987697606,0.0
116,8,1,0.0896922408290305,191.08800000000002,1863.695,2006.6939999999997,0.0,0.0,0.0,85.207,0.0,0.0,41.5,16.27,0.0,0.0,-1.2,1.0,81.0,7.0,4097.972999095917,0.0
116,8,2,0.13638883459215953,1824.377,1083.126,3026.651,0.0,0.0,61.166,80.12700000000001,0.0,112.24,0.0,12.198,0.0,1.0,-0.8,1.0,82.0,7.2,3744.9600000381465,0.0
116,8,3,0.13437692269476761,274.7150000000001,1102.3259999999998,4098.996999999999,43.224000000000004,0.0,0.0,713.9780000000001,0.0,49.673,0.0,28.902,0.0,10.0,-1.2,1.4,87.0,7.6,6631.174000263214,1.0
117,7,0,0.0896922408290305,191.08800000000002,1863.695,2006.6939999999997,0.0,0.0,0.0,85.207,0.0,0.0,41.5,16.27,0.0,0.0,-1.2,1.0,81.0,7.0,4097.972999095917,0.0
117,7,1,0.13638883459215953,1824.377,1083.126,3026.651,0.0,0.0,61.166,80.12700000000001,0.0,112.24,0.0,12.198,0.0,1.0,-0.8,1.0,82.0,7.2,3744.9600000381465,0.0
117,7,2,0.13437692269476761,274.7150000000001,1102.3259999999998,4098.996999999999,43.224000000000004,0.0,0.0,713.9780000000001,0.0,49.673,0.0,28.902,0.0,10.0,-1.2,1.4,87.0,7.6,6631.174000263214,1.0
117,7,3,0.1389189314363011,550.4789999999999,924.1080000000001,3330.2909999999983,0.0,0.0,0.0,54.141000000000005,0.0,72.50900000000001,15.146,11.342,0.0,5.0,-0.4,1.0,102.0,7.75,7432.3000001907385,0.0
118,8,0,0.0,257.07099999999997,4362.429,269.40899999999993,0.0,0.0,0.0,358.415,468.649,0.0,0.0,28.656999999999996,0.0,3.0,-1.0,2.0,88.0,8.0,5622.509999036791,0.0
118,8,1,0.0,797.809,6364.988000000001,2050.826,0.0,0.0,0.0,174.93099999999998,683.573,0.0,186.877,41.317,0.0,3.0,0.0,0.4,108.0,6.2,8903.782000064852,0.0
118,8,2,0.0,389.7730000000001,4189.964000000001,780.33,0.0,0.0,0.0,88.685,0.0,0.0,55.344,28.372999999999998,0.0,3.0,-0.6666666666666666,0.0,83.0,6.333333333333333,5548.048998832701,0.0
118,8,3,0.08337052096204703,839.5970000000001,1774.029,1020.8219999999997,0.0,0.0,0.0,148.272,0.0,0.0,7.0680000000000005,19.328000000000003,0.0,0.0,-0.4,0.4,92.0,6.0,5613.824001312256,2.0
119,7,0,0.0,797.809,6364.988000000001,2050.826,0.0,0.0,0.0,174.93099999999998,683.573,0.0,186.877,41.317,0.0,3.0,0.0,0.4,108.0,6.2,8903.782000064852,0.0
119,7,1,0.0,389.7730000000001,4189.964000000001,780.33,0.0,0.0,0.0,88.685,0.0,0.0,55.344,28.372999999999998,0.0,3.0,-0.6666666666666666,0.0,83.0,6.333333333333333,5548.048998832701,0.0
119,7,2,0.08337052096204703,839.5970000000001,1774.029,1020.8219999999997,0.0,0.0,0.0,148.272,0.0,0.0,7.0680000000000005,19.328000000000003,0.0,0.0,-0.4,0.4,92.0,6.0,5613.824001312256,2.0
119,7,3,0.11319590615792097,422.77399999999994,4411.521000000002,905.3700000000002,0.0,0.0,0.0,67.334,0.0,0.0,28.289,57.916000000000004,0.0,9.0,0.25,1.0,75.0,7.5,7177.02600073815,0.0
