no,target,t,activity,appCat.builtin,appCat.communication,appCat.entertainment,appCat.finance,appCat.game,appCat.office,appCat.other,appCat.social,appCat.travel,appCat.unknown,appCat.utilities,appCat.weather,call,circumplex.arousal,circumplex.valence,mood,screen,sms
292,6,2,0.7030790320020459,90.122,600.2099999999999,437.264,,,5.032,31.308,905.644,,,6.026,,,-1.0,0.6,6.4,2076.093999624253,
292,6,3,1.8575986329310197,109.49199999999999,795.3120000000001,21.094,,,,46.998,843.2529999999999,,,,,,-0.6,0.4,6.0,1819.2249996662135,
293,7,0,0.11758427508934621,2291.839,85.042,173.542,,,,36.373000000000005,5884.73,,17.156,15.074,,,-1.2,0.8,6.4,1317.5869996547704,
293,7,1,0.7030790320020459,90.122,600.2099999999999,437.264,,,5.032,31.308,905.644,,,6.026,,,-1.0,0.6,6.4,2076.093999624253,
293,7,2,1.8575986329310197,109.49199999999999,795.3120000000001,21.094,,,,46.998,843.2529999999999,,,,,,-0.6,0.4,6.0,1819.2249996662135,
293,7,3,2.9994246539769103,153.90400000000002,1044.8840000000002,,,,,51.104,435.9239999999999,,,,,,0.0,0.4,5.6,1554.5250003337856,
294,6,0,0.7030790320020459,90.122,600.2099999999999,437.264,,,5.032,31.308,905.644,,,6.026,,,-1.0,0.6,6.4,2076.093999624253,
294,6,1,1.8575986329310197,109.49199999999999,795.3120000000001,21.094,,,,46.998,843.2529999999999,,,,,,-0.6,0.4,6.0,1819.2249996662135,
294,6,2,2.9994246539769103,153.90400000000002,1044.8840000000002,,,,,51.104,435.9239999999999,,,,,,0.0,0.4,5.6,1554.5250003337856,
294,6,3,3.072141886818643,26.485999999999997,1270.667,82.896,,,,547.374,554.5720000000001,,,,,,0.3333333333333333,1.0,6.666666666666667,1965.227999448777,
295,6,0,1.8575986329310197,109.49199999999999,795.3120000000001,21.094,,,,46.998,843.2529999999999,,,,,,-0.6,0.4,6.0,1819.2249996662135,
295,6,1,2.9994246539769103,153.90400000000002,1044.8840000000002,,,,,51.104,435.9239999999999,,,,,,0.0,0.4,5.6,1554.5250003337856,
295,6,2,3.072141886818643,26.485999999999997,1270.667,82.896,,,,547.374,554.5720000000001,,,,,,0.3333333333333333,1.0,6.666666666666667,1965.227999448777,
295,6,3,0.6797043010752684,92.297,10351.418,,,,163.344,51.705,812.8719999999998,,,,,,0.0,0.8,6.333333333333333,2004.8570005893716,
296,6,0,2.9994246539769103,153.90400000000002,1044.8840000000002,,,,,51.104,435.9239999999999,,,,,,0.0,0.4,5.6,1554.5250003337856,
296,6,1,3.072141886818643,26.485999999999997,1270.667,82.896,,,,547.374,554.5720000000001,,,,,,0.3333333333333333,1.0,6.666666666666667,1965.227999448777,
296,6,2,0.6797043010752684,92.297,10351.418,,,,163.344,51.705,812.8719999999998,,,,,,0.0,0.8,6.333333333333333,2004.8570005893716,
296,6,3,1.1322916666666676,276.46,156.572,,,,,29.159,237.624,,,,,,-0.5,0.25,6.0,702.6440005302428,
297,6,0,3.072141886818643,26.485999999999997,1270.667,82.896,,,,547.374,554.5720000000001,,,,,,0.3333333333333333,1.0,6.666666666666667,1965.227999448777,
297,6,1,0.6797043010752684,92.297,10351.418,,,,163.344,51.705,812.8719999999998,,,,,,0.0,0.8,6.333333333333333,2004.8570005893716,
297,6,2,1.1322916666666676,276.46,156.572,,,,,29.159,237.624,,,,,,-0.5,0.25,6.0,702.6440005302428,
297,6,3,0.130316091954023,100.223,704.723,835.74,,,,34.178000000000004,700.6910000000001,,,,,,-0.8333333333333334,0.6666666666666666,6.0,2228.388000011444,3.0
298,6,0,0.6797043010752684,92.297,10351.418,,,,163.344,51.705,812.8719999999998,,,,,,0.0,0.8,6.333333333333333,2004.8570005893716,
298,6,1,1.1322916666666676,276.46,156.572,,,,,29.159,237.624,,,,,,-0.5,0.25,6.0,702.6440005302428,
298,6,2,0.130316091954023,100.223,704.723,835.74,,,,34.178000000000004,700.6910000000001,,,,,,-0.8333333333333334,0.6666666666666666,6.0,2228.388000011444,3.0
298,6,3,0.534057971014493,127.95500000000001,122.74300000000001,109.162,,,,45.431,461.7759999999999,,,,,,-0.8,0.6,5.8,864.7580003738398,
299,7,0,1.1322916666666676,276.46,156.572,,,,,29.159,237.624,,,,,,-0.5,0.25,6.0,702.6440005302428,
299,7,1,0.130316091954023,100.223,704.723,835.74,,,,34.178000000000004,700.6910000000001,,,,,,-0.8333333333333334,0.6666666666666666,6.0,2228.388000011444,3.0
299,7,2,0.534057971014493,127.95500000000001,122.74300000000001,109.162,,,,45.431,461.7759999999999,,,,,,-0.8,0.6,5.8,864.7580003738398,
299,7,3,0.7439075630252102,21.515,1157.1589999999999,111.408,,,,39.375,694.2059999999999,,,,,,-0.25,0.25,5.75,2025.4379999637601,
300,7,0,0.130316091954023,100.223,704.723,835.74,,,,34.178000000000004,700.6910000000001,,,,,,-0.8333333333333334,0.6666666666666666,6.0,2228.388000011444,3.0
300,7,1,0.534057971014493,127.95500000000001,122.74300000000001,109.162,,,,45.431,461.7759999999999,,,,,,-0.8,0.6,5.8,864.7580003738398,
300,7,2,0.7439075630252102,21.515,1157.1589999999999,111.408,,,,39.375,694.2059999999999,,,,,,-0.25,0.25,5.75,2025.4379999637601,
300,7,3,0.8358009583143602,38.781000000000006,3192.407,202.554,,,,38.314,523.0989999999999,,,,,,-0.5,1.0,6.666666666666667,3999.000998735421,
301,7,0,0.534057971014493,127.95500000000001,122.74300000000001,109.162,,,,45.431,461.7759999999999,,,,,,-0.8,0.6,5.8,864.7580003738398,
301,7,1,0.7439075630252102,21.515,1157.1589999999999,111.408,,,,39.375,694.2059999999999,,,,,,-0.25,0.25,5.75,2025.4379999637601,
301,7,2,0.8358009583143602,38.781000000000006,3192.407,202.554,,,,38.314,523.0989999999999,,,,,,-0.5,1.0,6.666666666666667,3999.000998735421,
301,7,3,0.8955383652711468,96.708,9933.223,3751.748,,,,57.046,442.89699999999993,,,202.552,,,0.4,0.8,7.0,5458.796000480648,
302,7,0,0.7439075630252102,21.515,1157.1589999999999,111.408,,,,39.375,694.2059999999999,,,,,,-0.25,0.25,5.75,2025.4379999637601,
302,7,1,0.8358009583143602,38.781000000000006,3192.407,202.554,,,,38.314,523.0989999999999,,,,,,-0.5,1.0,6.666666666666667,3999.000998735421,
302,7,2,0.8955383652711468,96.708,9933.223,3751.748,,,,57.046,442.89699999999993,,,202.552,,,0.4,0.8,7.0,5458.796000480648,
302,7,3,4.361712184873949,29.822,157.96099999999998,29.418,,,,45.739999999999995,436.49399999999997,,,3.172,,,-0.4,1.0,7.2,703.1720004081726,
303,7,0,0.8358009583143602,38.781000000000006,3192.407,202.554,,,,38.314,523.0989999999999,,,,,,-0.5,1.0,6.666666666666667,3999.000998735421,
303,7,1,0.8955383652711468,96.708,9933.223,3751.748,,,,57.046,442.89699999999993,,,202.552,,,0.4,0.8,7.0,5458.796000480648,
303,7,2,4.361712184873949,29.822,157.96099999999998,29.418,,,,45.739999999999995,436.49399999999997,,,3.172,,,-0.4,1.0,7.2,703.1720004081726,
303,7,3,5.3235295167542285,86.962,1322.4700000000003,,,,,36.627,437.16499999999996,,6.071,44.214,,,0.4,1.0,7.4,883.257999897003,
304,6,0,,29.307000000000002,1221.0810000000004,1447.4559999999994,,,2.113,216.908,,,,2.0199999999999996,,3.0,0.0,1.0,7.0,3007.8339989185324,1.0
304,6,1,1.508333333333333,149.05999999999997,2687.0550000000003,4606.764999999997,,,13.309000000000001,147.031,122.56800000000001,193.317,,1.003,3.02,,0.0,0.6666666666666666,7.0,4706.241000652313,
304,6,2,0.7999999999999995,299.25399999999996,3187.773,35937.645,,,,68.399,18.333,193.588,,3.0539999999999994,,,0.75,0.25,6.75,7160.279999732973,1.0
304,6,3,1.9000000000000004,60.258,3151.8010000000013,1067.7350000000001,54.492000000000004,,4.090999999999999,83.63300000000001,903.1550000000001,250.549,324.702,20.666999999999998,,,0.5,0.5,7.25,5929.984000682831,
305,8,0,1.508333333333333,149.05999999999997,2687.0550000000003,4606.764999999997,,,13.309000000000001,147.031,122.56800000000001,193.317,,1.003,3.02,,0.0,0.6666666666666666,7.0,4706.241000652313,
305,8,1,0.7999999999999995,299.25399999999996,3187.773,35937.645,,,,68.399,18.333,193.588,,3.0539999999999994,,,0.75,0.25,6.75,7160.279999732973,1.0
305,8,2,1.9000000000000004,60.258,3151.8010000000013,1067.7350000000001,54.492000000000004,,4.090999999999999,83.63300000000001,903.1550000000001,250.549,324.702,20.666999999999998,,,0.5,0.5,7.25,5929.984000682831,
305,8,3,0.6166666666666667,327.622,2417.235000000001,3985.338999999997,106.12,,10.256,72.38,122.999,32.474,,3.016,17.433,1.0,0.4,-0.2,6.2,7212.193001270292,
306,8,0,0.7999999999999995,299.25399999999996,3187.773,35937.645,,,,68.399,18.333,193.588,,3.0539999999999994,,,0.75,0.25,6.75,7160.279999732973,1.0
306,8,1,1.9000000000000004,60.258,3151.8010000000013,1067.7350000000001,54.492000000000004,,4.090999999999999,83.63300000000001,903.1550000000001,250.549,324.702,20.666999999999998,,,0.5,0.5,7.25,5929.984000682831,
306,8,2,0.6166666666666667,327.622,2417.235000000001,3985.338999999997,106.12,,10.256,72.38,122.999,32.474,,3.016,17.433,1.0,0.4,-0.2,6.2,7212.193001270292,
306,8,3,2.07157382847038,625.4370000000001,1505.1810000000003,2757.0009999999997,61.349,,1.004,46.913,318.847,,,75.99900000000001,,3.0,0.5,0.75,7.75,8552.027000188831,2.0
307,8,0,1.9000000000000004,60.258,3151.8010000000013,1067.7350000000001,54.492000000000004,,4.090999999999999,83.63300000000001,903.1550000000001,250.549,324.702,20.666999999999998,,,0.5,0.5,7.25,5929.984000682831,
307,8,1,0.6166666666666667,327.622,2417.235000000001,3985.338999999997,106.12,,10.256,72.38,122.999,32.474,,3.016,17.433,1.0,0.4,-0.2,6.2,7212.193001270292,
307,8,2,2.07157382847038,625.4370000000001,1505.1810000000003,2757.0009999999997,61.349,,1.004,46.913,318.847,,,75.99900000000001,,3.0,0.5,0.75,7.75,8552.027000188831,2.0
307,8,3,0.6500000000000005,210.58200000000002,790.652,2440.000000000001,,,,96.62199999999999,501.61699999999996,1.01,112.478,,14.396,1.0,-0.4,0.8,7.8,4169.42199897766,
308,8,0,0.6166666666666667,327.622,2417.235000000001,3985.338999999997,106.12,,10.256,72.38,122.999,32.474,,3.016,17.433,1.0,0.4,-0.2,6.2,7212.193001270292,
308,8,1,2.07157382847038,625.4370000000001,1505.1810000000003,2757.0009999999997,61.349,,1.004,46.913,318.847,,,75.99900000000001,,3.0,0.5,0.75,7.75,8552.027000188831,2.0
308,8,2,0.6500000000000005,210.58200000000002,790.652,2440.000000000001,,,,96.62199999999999,501.61699999999996,1.01,112.478,,14.396,1.0,-0.4,0.8,7.8,4169.42199897766,
308,8,3,1.9146825396825389,509.971,2641.962,5631.858000000001,56.071,,6.096,245.89799999999997,293.719,983.769,17.192,70.97200000000001,,4.0,-0.25,1.0,8.25,10467.48400187493,
309,8,0,2.07157382847038,625.4370000000001,1505.1810000000003,2757.0009999999997,61.349,,1.004,46.913,318.847,,,75.99900000000001,,3.0,0.5,0.75,7.75,8552.027000188831,2.0
309,8,1,0.6500000000000005,210.58200000000002,790.652,2440.000000000001,,,,96.62199999999999,501.61699999999996,1.01,112.478,,14.396,1.0,-0.4,0.8,7.8,4169.42199897766,
309,8,2,1.9146825396825389,509.971,2641.962,5631.858000000001,56.071,,6.096,245.89799999999997,293.719,983.769,17.192,70.97200000000001,,4.0,-0.25,1.0,8.25,10467.48400187493,
309,8,3,1.975,454.912,3478.223000000002,3166.781,,,,63.888999999999996,188.847,157.702,,3.242,,5.0,-0.4,1.0,8.0,7516.976999044418,
310,7,0,0.6500000000000005,210.58200000000002,790.652,2440.000000000001,,,,96.62199999999999,501.61699999999996,1.01,112.478,,14.396,1.0,-0.4,0.8,7.8,4169.42199897766,
310,7,1,1.9146825396825389,509.971,2641.962,5631.858000000001,56.071,,6.096,245.89799999999997,293.719,983.769,17.192,70.97200000000001,,4.0,-0.25,1.0,8.25,10467.48400187493,
310,7,2,1.975,454.912,3478.223000000002,3166.781,,,,63.888999999999996,188.847,157.702,,3.242,,5.0,-0.4,1.0,8.0,7516.976999044418,
310,7,3,2.5750000000000006,1384.013,3493.5209999999997,3177.5580000000023,21.601,,,41.815000000000005,491.89300000000003,,,4.061,50.67,2.0,-1.0,1.0,7.75,8669.2909989357,1.0
311,8,0,1.9146825396825389,509.971,2641.962,5631.858000000001,56.071,,6.096,245.89799999999997,293.719,983.769,17.192,70.97200000000001,,4.0,-0.25,1.0,8.25,10467.48400187493,
311,8,1,1.975,454.912,3478.223000000002,3166.781,,,,63.888999999999996,188.847,157.702,,3.242,,5.0,-0.4,1.0,8.0,7516.976999044418,
311,8,2,2.5750000000000006,1384.013,3493.5209999999997,3177.5580000000023,21.601,,,41.815000000000005,491.89300000000003,,,4.061,50.67,2.0,-1.0,1.0,7.75,8669.2909989357,1.0
311,8,3,2.0000000000000004,623.375,3363.608,2077.0020000000004,97.282,,4.1,49.509,10.145,576.3829999999999,,4.042999999999999,,3.0,-0.2,0.2,7.0,6808.904999494553,
312,6,0,1.975,454.912,3478.223000000002,3166.781,,,,63.888999999999996,188.847,157.702,,3.242,,5.0,-0.4,1.0,8.0,7516.976999044418,
312,6,1,2.5750000000000006,1384.013,3493.5209999999997,3177.5580000000023,21.601,,,41.815000000000005,491.89300000000003,,,4.061,50.67,2.0,-1.0,1.0,7.75,8669.2909989357,1.0
312,6,2,2.0000000000000004,623.375,3363.608,2077.0020000000004,97.282,,4.1,49.509,10.145,576.3829999999999,,4.042999999999999,,3.0,-0.2,0.2,7.0,6808.904999494553,
312,6,3,1.9166666666666674,2289.1389999999997,5259.524999999999,4216.561000000001,123.632,,,64.097,107.098,137.18,729.504,5.071000000000001,,5.0,0.0,0.6,7.6,12936.086001157757,
313,8,0,2.5750000000000006,1384.013,3493.5209999999997,3177.5580000000023,21.601,,,41.815000000000005,491.89300000000003,,,4.061,50.67,2.0,-1.0,1.0,7.75,8669.2909989357,1.0
313,8,1,2.0000000000000004,623.375,3363.608,2077.0020000000004,97.282,,4.1,49.509,10.145,576.3829999999999,,4.042999999999999,,3.0,-0.2,0.2,7.0,6808.904999494553,
313,8,2,1.9166666666666674,2289.1389999999997,5259.524999999999,4216.561000000001,123.632,,,64.097,107.098,137.18,729.504,5.071000000000001,,5.0,0.0,0.6,7.6,12936.086001157757,
313,8,3,0.9932773109243694,1302.4090000000003,698.0930000000001,1408.9719999999998,,,,78.42599999999999,33.83,,,59.26199999999999,32.864,2.0,0.2,0.0,6.2,3616.184999942782,
314,7,0,2.0000000000000004,623.375,3363.608,2077.0020000000004,97.282,,4.1,49.509,10.145,576.3829999999999,,4.042999999999999,,3.0,-0.2,0.2,7.0,6808.904999494553,
314,7,1,1.9166666666666674,2289.1389999999997,5259.524999999999,4216.561000000001,123.632,,,64.097,107.098,137.18,729.504,5.071000000000001,,5.0,0.0,0.6,7.6,12936.086001157757,
314,7,2,0.9932773109243694,1302.4090000000003,698.0930000000001,1408.9719999999998,,,,78.42599999999999,33.83,,,59.26199999999999,32.864,2.0,0.2,0.0,6.2,3616.184999942782,
314,7,3,4.341666666666666,588.224,2006.619,1529.5340000000003,97.28999999999999,,4.04,90.741,209.625,1508.7710000000002,80.247,,,3.0,0.0,0.6,7.6,6119.871999502183,
315,8,0,1.9166666666666674,2289.1389999999997,5259.524999999999,4216.561000000001,123.632,,,64.097,107.098,137.18,729.504,5.071000000000001,,5.0,0.0,0.6,7.6,12936.086001157757,
315,8,1,0.9932773109243694,1302.4090000000003,698.0930000000001,1408.9719999999998,,,,78.42599999999999,33.83,,,59.26199999999999,32.864,2.0,0.2,0.0,6.2,3616.184999942782,
315,8,2,4.341666666666666,588.224,2006.619,1529.5340000000003,97.28999999999999,,4.04,90.741,209.625,1508.7710000000002,80.247,,,3.0,0.0,0.6,7.6,6119.871999502183,
315,8,3,1.8249999999999995,276.152,3102.533999999999,2802.7140000000013,47.772000000000006,175.019,,61.001,166.319,275.002,,3.0869999999999997,,3.0,-0.75,0.75,7.25,6912.645999670028,1.0
316,7,0,0.9932773109243694,1302.4090000000003,698.0930000000001,1408.9719999999998,,,,78.42599999999999,33.83,,,59.26199999999999,32.864,2.0,0.2,0.0,6.2,3616.184999942782,
316,7,1,4.341666666666666,588.224,2006.619,1529.5340000000003,97.28999999999999,,4.04,90.741,209.625,1508.7710000000002,80.247,,,3.0,0.0,0.6,7.6,6119.871999502183,
316,7,2,1.8249999999999995,276.152,3102.533999999999,2802.7140000000013,47.772000000000006,175.019,,61.001,166.319,275.002,,3.0869999999999997,,3.0,-0.75,0.75,7.25,6912.645999670028,1.0
316,7,3,2.7750000000000004,53.050999999999995,3022.0789999999997,2117.323,,80.992,1.012,76.697,109.2,,,1.007,,,0.0,0.75,7.5,5465.093000888824,
317,6,0,4.341666666666666,588.224,2006.619,1529.5340000000003,97.28999999999999,,4.04,90.741,209.625,1508.7710000000002,80.247,,,3.0,0.0,0.6,7.6,6119.871999502183,
317,6,1,1.8249999999999995,276.152,3102.533999999999,2802.7140000000013,47.772000000000006,175.019,,61.001,166.319,275.002,,3.0869999999999997,,3.0,-0.75,0.75,7.25,6912.645999670028,1.0
317,6,2,2.7750000000000004,53.050999999999995,3022.0789999999997,2117.323,,80.992,1.012,76.697,109.2,,,1.007,,,0.0,0.75,7.5,5465.093000888824,
317,6,3,3.333333333333333,269.692,2888.5719999999997,3578.599000000001,51.71,,4.025,52.748999999999995,260.428,,4.098,22.322,24.224,,-0.4,0.8,6.8,7160.648002386094,
318,7,0,1.8249999999999995,276.152,3102.533999999999,2802.7140000000013,47.772000000000006,175.019,,61.001,166.319,275.002,,3.0869999999999997,,3.0,-0.75,0.75,7.25,6912.645999670028,1.0
318,7,1,2.7750000000000004,53.050999999999995,3022.0789999999997,2117.323,,80.992,1.012,76.697,109.2,,,1.007,,,0.0,0.75,7.5,5465.093000888824,
318,7,2,3.333333333333333,269.692,2888.5719999999997,3578.599000000001,51.71,,4.025,52.748999999999995,260.428,,4.098,22.322,24.224,,-0.4,0.8,6.8,7160.648002386094,
318,7,3,1.8750000000000009,174.613,2635.4200000000005,1657.5469999999993,76.338,,3.043,63.722,301.159,348.162,,,90.352,,-0.5,0.0,6.2,5353.679001808165,
319,6,0,2.7750000000000004,53.050999999999995,3022.0789999999997,2117.323,,80.992,1.012,76.697,109.2,,,1.007,,,0.0,0.75,7.5,5465.093000888824,
319,6,1,3.333333333333333,269.692,2888.5719999999997,3578.599000000001,51.71,,4.025,52.748999999999995,260.428,,4.098,22.322,24.224,,-0.4,0.8,6.8,7160.648002386094,
319,6,2,1.8750000000000009,174.613,2635.4200000000005,1657.5469999999993,76.338,,3.043,63.722,301.159,348.162,,,90.352,,-0.5,0.0,6.2,5353.679001808165,
319,6,3,2.0749999999999997,219.268,1722.9770000000003,17314.981,160.191,,1.032,65.994,34.370999999999995,389.942,,,,,0.0,0.6,7.2,4055.7270002365126,1.0
320,6,0,3.333333333333333,269.692,2888.5719999999997,3578.599000000001,51.71,,4.025,52.748999999999995,260.428,,4.098,22.322,24.224,,-0.4,0.8,6.8,7160.648002386094,
320,6,1,1.8750000000000009,174.613,2635.4200000000005,1657.5469999999993,76.338,,3.043,63.722,301.159,348.162,,,90.352,,-0.5,0.0,6.2,5353.679001808165,
320,6,2,2.0749999999999997,219.268,1722.9770000000003,17314.981,160.191,,1.032,65.994,34.370999999999995,389.942,,,,,0.0,0.6,7.2,4055.7270002365126,1.0
320,6,3,0.716666666666667,455.0059999999999,1715.1350000000004,2041.4039999999993,23.372,,,29.333999999999996,28.382,26.014,,,,3.0,0.25,0.25,6.5,4303.1010003089905,
321,7,0,1.8750000000000009,174.613,2635.4200000000005,1657.5469999999993,76.338,,3.043,63.722,301.159,348.162,,,90.352,,-0.5,0.0,6.2,5353.679001808165,
321,7,1,2.0749999999999997,219.268,1722.9770000000003,17314.981,160.191,,1.032,65.994,34.370999999999995,389.942,,,,,0.0,0.6,7.2,4055.7270002365126,1.0
321,7,2,0.716666666666667,455.0059999999999,1715.1350000000004,2041.4039999999993,23.372,,,29.333999999999996,28.382,26.014,,,,3.0,0.25,0.25,6.5,4303.1010003089905,
321,7,3,0.42500000000000004,116.38900000000001,826.8670000000001,921.5539999999997,,,,19.387,196.271,,77.658,2.019,,1.0,0.75,0.0,6.0,2158.587001562118,
322,7,0,2.0749999999999997,219.268,1722.9770000000003,17314.981,160.191,,1.032,65.994,34.370999999999995,389.942,,,,,0.0,0.6,7.2,4055.7270002365126,1.0
322,7,1,0.716666666666667,455.0059999999999,1715.1350000000004,2041.4039999999993,23.372,,,29.333999999999996,28.382,26.014,,,,3.0,0.25,0.25,6.5,4303.1010003089905,
322,7,2,0.42500000000000004,116.38900000000001,826.8670000000001,921.5539999999997,,,,19.387,196.271,,77.658,2.019,,1.0,0.75,0.0,6.0,2158.587001562118,
322,7,3,0.8,2.008,765.301,690.9629999999999,23.749,,,19.296,,598.908,153.307,,,,0.0,0.6,6.8,5562.076999187466,
323,6,0,0.716666666666667,455.0059999999999,1715.1350000000004,2041.4039999999993,23.372,,,29.333999999999996,28.382,26.014,,,,3.0,0.25,0.25,6.5,4303.1010003089905,
323,6,1,0.42500000000000004,116.38900000000001,826.8670000000001,921.5539999999997,,,,19.387,196.271,,77.658,2.019,,1.0,0.75,0.0,6.0,2158.587001562118,
323,6,2,0.8,2.008,765.301,690.9629999999999,23.749,,,19.296,,598.908,153.307,,,,0.0,0.6,6.8,5562.076999187466,
323,6,3,0.6249999999999999,,1664.7170000000003,1146.349,,,,52.751999999999995,,,,59.098000000000006,,2.0,0.0,0.8,7.0,2841.563000202179,
324,6,0,0.42500000000000004,116.38900000000001,826.8670000000001,921.5539999999997,,,,19.387,196.271,,77.658,2.019,,1.0,0.75,0.0,6.0,2158.587001562118,
324,6,1,0.8,2.008,765.301,690.9629999999999,23.749,,,19.296,,598.908,153.307,,,,0.0,0.6,6.8,5562.076999187466,
324,6,2,0.6249999999999999,,1664.7170000000003,1146.349,,,,52.751999999999995,,,,59.098000000000006,,2.0,0.0,0.8,7.0,2841.563000202179,
324,6,3,1.0333333333333332,12.187,503.45700000000005,273.8819999999999,,,,15.208,,411.041,,1.008,,,-0.8,0.0,6.0,1216.8459997177124,1.0
325,6,0,0.8,2.008,765.301,690.9629999999999,23.749,,,19.296,,598.908,153.307,,,,0.0,0.6,6.8,5562.076999187466,
325,6,1,0.6249999999999999,,1664.7170000000003,1146.349,,,,52.751999999999995,,,,59.098000000000006,,2.0,0.0,0.8,7.0,2841.563000202179,
325,6,2,1.0333333333333332,12.187,503.45700000000005,273.8819999999999,,,,15.208,,411.041,,1.008,,,-0.8,0.0,6.0,1216.8459997177124,1.0
325,6,3,0.41666666666666596,75.483,186.68600000000004,482.67,,,5.029,25.479,,77.72,,,,1.0,-0.2,-0.2,5.8,823.1890001296997,1.0
326,6,0,0.6249999999999999,,1664.7170000000003,1146.349,,,,52.751999999999995,,,,59.098000000000006,,2.0,0.0,0.8,7.0,2841.563000202179,
326,6,1,1.0333333333333332,12.187,503.45700000000005,273.8819999999999,,,,15.208,,411.041,,1.008,,,-0.8,0.0,6.0,1216.8459997177124,1.0
326,6,2,0.41666666666666596,75.483,186.68600000000004,482.67,,,5.029,25.479,,77.72,,,,1.0,-0.2,-0.2,5.8,823.1890001296997,1.0
326,6,3,0.7083333333333335,120.66499999999999,595.632,1042.7970000000003,148.776,,,11.277000000000001,,,,,,1.0,0.0,0.0,6.0,1799.8969995975488,1.0
327,7,0,1.0333333333333332,12.187,503.45700000000005,273.8819999999999,,,,15.208,,411.041,,1.008,,,-0.8,0.0,6.0,1216.8459997177124,1.0
327,7,1,0.41666666666666596,75.483,186.68600000000004,482.67,,,5.029,25.479,,77.72,,,,1.0,-0.2,-0.2,5.8,823.1890001296997,1.0
327,7,2,0.7083333333333335,120.66499999999999,595.632,1042.7970000000003,148.776,,,11.277000000000001,,,,,,1.0,0.0,0.0,6.0,1799.8969995975488,1.0
327,7,3,0.1090909090909091,10.120999999999999,262.839,419.4920000000001,,,,29.612,,,,,,,-0.5,-0.25,5.5,588.7820003032682,
328,7,0,0.41666666666666596,75.483,186.68600000000004,482.67,,,5.029,25.479,,77.72,,,,1.0,-0.2,-0.2,5.8,823.1890001296997,1.0
328,7,1,0.7083333333333335,120.66499999999999,595.632,1042.7970000000003,148.776,,,11.277000000000001,,,,,,1.0,0.0,0.0,6.0,1799.8969995975488,1.0
328,7,2,0.1090909090909091,10.120999999999999,262.839,419.4920000000001,,,,29.612,,,,,,,-0.5,-0.25,5.5,588.7820003032682,
328,7,3,2.098674242424243,31.595999999999997,1268.0370000000003,651.9979999999997,36.512,,,32.259,,43.02400000000001,151.64100000000002,5.106999999999999,,1.0,0.0,0.75,7.0,2211.4480004310594,1.0
329,8,0,0.7083333333333335,120.66499999999999,595.632,1042.7970000000003,148.776,,,11.277000000000001,,,,,,1.0,0.0,0.0,6.0,1799.8969995975488,1.0
329,8,1,0.1090909090909091,10.120999999999999,262.839,419.4920000000001,,,,29.612,,,,,,,-0.5,-0.25,5.5,588.7820003032682,
329,8,2,2.098674242424243,31.595999999999997,1268.0370000000003,651.9979999999997,36.512,,,32.259,,43.02400000000001,151.64100000000002,5.106999999999999,,1.0,0.0,0.75,7.0,2211.4480004310594,1.0
329,8,3,1.2621212121212124,130.091,516.495,1488.6919999999996,80.219,,72.352,12.053,38.117,22.127,,3.0109999999999997,,2.0,-1.2,0.6,6.6,2364.1620001792908,1.0
330,6,0,0.1090909090909091,10.120999999999999,262.839,419.4920000000001,,,,29.612,,,,,,,-0.5,-0.25,5.5,588.7820003032682,
330,6,1,2.098674242424243,31.595999999999997,1268.0370000000003,651.9979999999997,36.512,,,32.259,,43.02400000000001,151.64100000000002,5.106999999999999,,1.0,0.0,0.75,7.0,2211.4480004310594,1.0
330,6,2,1.2621212121212124,130.091,516.495,1488.6919999999996,80.219,,72.352,12.053,38.117,22.127,,3.0109999999999997,,2.0,-1.2,0.6,6.6,2364.1620001792908,1.0
330,6,3,1.5840909090909092,13.157,761.4940000000001,584.2470000000001,,,4.028,20.803,36.476,475.38599999999997,,,,,0.25,1.0,8.0,1896.4769990444192,
331,6,0,2.098674242424243,31.595999999999997,1268.0370000000003,651.9979999999997,36.512,,,32.259,,43.02400000000001,151.64100000000002,5.106999999999999,,1.0,0.0,0.75,7.0,2211.4480004310594,1.0
331,6,1,1.2621212121212124,130.091,516.495,1488.6919999999996,80.219,,72.352,12.053,38.117,22.127,,3.0109999999999997,,2.0,-1.2,0.6,6.6,2364.1620001792908,1.0
331,6,2,1.5840909090909092,13.157,761.4940000000001,584.2470000000001,,,4.028,20.803,36.476,475.38599999999997,,,,,0.25,1.0,8.0,1896.4769990444192,
331,6,3,0.664772727272727,2.012,248.21,208.96999999999997,,,,,267.892,61.327999999999996,,,,,0.0,0.25,6.25,421.08100032806396,
332,7,0,1.2621212121212124,130.091,516.495,1488.6919999999996,80.219,,72.352,12.053,38.117,22.127,,3.0109999999999997,,2.0,-1.2,0.6,6.6,2364.1620001792908,1.0
332,7,1,1.5840909090909092,13.157,761.4940000000001,584.2470000000001,,,4.028,20.803,36.476,475.38599999999997,,,,,0.25,1.0,8.0,1896.4769990444192,
332,7,2,0.664772727272727,2.012,248.21,208.96999999999997,,,,,267.892,61.327999999999996,,,,,0.0,0.25,6.25,421.08100032806396,
332,7,3,0.27556818181818193,66.726,66.779,554.882,32.886,,,16.339,,,108.031,2.205,,2.0,-1.0,0.5,6.5,848.1339998245237,
333,6,0,1.5840909090909092,13.157,761.4940000000001,584.2470000000001,,,4.028,20.803,36.476,475.38599999999997,,,,,0.25,1.0,8.0,1896.4769990444192,
