no,target,t,activity,call,circumplex.arousal,circumplex.valence,frequency,mood,screen,sms,util_apps,com_other_apps,entertain_apps
148,7,0,0.1141273834439366,13.0,0.0,1.0,64.0,7.5,2350.6080005168906,0.0,816.7900000000001,1810.271,201.961
148,7,1,0.1017234451157769,0.0,-1.2,0.4,131.0,6.4,4047.472999811173,0.0,2085.7980000000002,1647.2859999999998,389.578
148,7,2,0.0572965488566126,0.0,0.2,0.8,76.0,7.0,7540.287000894546,0.0,2182.3360000000002,4891.857000000004,602.2969999999999
148,7,3,0.1056494311461757,0.0,-0.6,0.8,79.0,7.2,1779.0359995365131,0.0,710.173,1191.473,235.09099999999987
149,8,0,0.1017234451157769,0.0,-1.2,0.4,131.0,6.4,4047.472999811173,0.0,2085.7980000000002,1647.2859999999998,389.578
149,8,1,0.0572965488566126,0.0,0.2,0.8,76.0,7.0,7540.287000894546,0.0,2182.3360000000002,4891.857000000004,602.2969999999999
149,8,2,0.1056494311461757,0.0,-0.6,0.8,79.0,7.2,1779.0359995365131,0.0,710.173,1191.473,235.09099999999987
149,8,3,0.1150384556225269,0.0,0.4,0.6,88.0,6.6,5463.500999689103,0.0,1496.5609999999997,4168.593000000001,437.3829999999999
150,7,0,0.0572965488566126,0.0,0.2,0.8,76.0,7.0,7540.287000894546,0.0,2182.3360000000002,4891.857000000004,602.2969999999999
150,7,1,0.1056494311461757,0.0,-0.6,0.8,79.0,7.2,1779.0359995365131,0.0,710.173,1191.473,235.09099999999987
150,7,2,0.1150384556225269,0.0,0.4,0.6,88.0,6.6,5463.500999689103,0.0,1496.5609999999997,4168.593000000001,437.3829999999999
150,7,3,0.1151674072246059,1.0,0.25,1.0,93.0,7.5,5954.957000970837,1.0,2201.092,4439.545999999999,826.4679999999998
151,7,0,0.1056494311461757,0.0,-0.6,0.8,79.0,7.2,1779.0359995365131,0.0,710.173,1191.473,235.09099999999987
151,7,1,0.1150384556225269,0.0,0.4,0.6,88.0,6.6,5463.500999689103,0.0,1496.5609999999997,4168.593000000001,437.3829999999999
151,7,2,0.1151674072246059,1.0,0.25,1.0,93.0,7.5,5954.957000970837,1.0,2201.092,4439.545999999999,826.4679999999998
151,7,3,0.0608869898356053,2.0,-0.8,0.8,58.0,7.2,2441.471001625062,0.0,1140.935,1253.102,43.79
152,7,0,0.1150384556225269,0.0,0.4,0.6,88.0,6.6,5463.500999689103,0.0,1496.5609999999997,4168.593000000001,437.3829999999999
152,7,1,0.1151674072246059,1.0,0.25,1.0,93.0,7.5,5954.957000970837,1.0,2201.092,4439.545999999999,826.4679999999998
152,7,2,0.0608869898356053,2.0,-0.8,0.8,58.0,7.2,2441.471001625062,0.0,1140.935,1253.102,43.79
152,7,3,0.0353829927419272,0.0,-1.2,1.0,92.0,7.2,7613.729999780656,0.0,2134.399,5036.612000000001,619.5469999999999
153,7,0,0.1151674072246059,1.0,0.25,1.0,93.0,7.5,5954.957000970837,1.0,2201.092,4439.545999999999,826.4679999999998
153,7,1,0.0608869898356053,2.0,-0.8,0.8,58.0,7.2,2441.471001625062,0.0,1140.935,1253.102,43.79
153,7,2,0.0353829927419272,0.0,-1.2,1.0,92.0,7.2,7613.729999780656,0.0,2134.399,5036.612000000001,619.5469999999999
153,7,3,0.1017774580611163,0.0,-0.6,1.0,96.0,7.2,7826.857999801643,0.0,1356.484,6001.8279999999995,366.749
154,7,0,0.0608869898356053,2.0,-0.8,0.8,58.0,7.2,2441.471001625062,0.0,1140.935,1253.102,43.79
154,7,1,0.0353829927419272,0.0,-1.2,1.0,92.0,7.2,7613.729999780656,0.0,2134.399,5036.612000000001,619.5469999999999
154,7,2,0.1017774580611163,0.0,-0.6,1.0,96.0,7.2,7826.857999801643,0.0,1356.484,6001.8279999999995,366.749
154,7,3,0.062847979755621,1.0,0.4,1.0,83.0,7.2,4750.197001934053,1.0,2087.66,2376.122,279.44100000000003
155,7,0,0.0353829927419272,0.0,-1.2,1.0,92.0,7.2,7613.729999780656,0.0,2134.399,5036.612000000001,619.5469999999999
155,7,1,0.1017774580611163,0.0,-0.6,1.0,96.0,7.2,7826.857999801643,0.0,1356.484,6001.8279999999995,366.749
155,7,2,0.062847979755621,1.0,0.4,1.0,83.0,7.2,4750.197001934053,1.0,2087.66,2376.122,279.44100000000003
155,7,3,0.0809468968896285,0.0,-1.0,1.0,88.0,7.2,4737.818998575208,1.0,1249.193,3513.072999999999,966.0030000000004
156,7,0,0.1017774580611163,0.0,-0.6,1.0,96.0,7.2,7826.857999801643,0.0,1356.484,6001.8279999999995,366.749
156,7,1,0.062847979755621,1.0,0.4,1.0,83.0,7.2,4750.197001934053,1.0,2087.66,2376.122,279.44100000000003
156,7,2,0.0809468968896285,0.0,-1.0,1.0,88.0,7.2,4737.818998575208,1.0,1249.193,3513.072999999999,966.0030000000004
156,7,3,0.0393710661860602,0.0,-0.4,1.0,74.0,7.2,5063.664000511169,0.0,1043.3319999999999,3982.464000000001,99.176
157,8,0,0.062847979755621,1.0,0.4,1.0,83.0,7.2,4750.197001934053,1.0,2087.66,2376.122,279.44100000000003
157,8,1,0.0809468968896285,0.0,-1.0,1.0,88.0,7.2,4737.818998575208,1.0,1249.193,3513.072999999999,966.0030000000004
157,8,2,0.0393710661860602,0.0,-0.4,1.0,74.0,7.2,5063.664000511169,0.0,1043.3319999999999,3982.464000000001,99.176
157,8,3,0.049052721518388,3.0,-1.2,1.0,118.0,7.2,5750.14400267601,0.0,3106.463,3572.008999999998,838.4249999999998
158,7,0,0.0809468968896285,0.0,-1.0,1.0,88.0,7.2,4737.818998575208,1.0,1249.193,3513.072999999999,966.0030000000004
158,7,1,0.0393710661860602,0.0,-0.4,1.0,74.0,7.2,5063.664000511169,0.0,1043.3319999999999,3982.464000000001,99.176
158,7,2,0.049052721518388,3.0,-1.2,1.0,118.0,7.2,5750.14400267601,0.0,3106.463,3572.008999999998,838.4249999999998
158,7,3,0.2001663609420597,2.0,-0.8,1.0,154.0,7.8,5481.505000352858,1.0,1487.0559999999998,3510.6570000000006,1170.484999999999
159,7,0,0.0393710661860602,0.0,-0.4,1.0,74.0,7.2,5063.664000511169,0.0,1043.3319999999999,3982.464000000001,99.176
159,7,1,0.049052721518388,3.0,-1.2,1.0,118.0,7.2,5750.14400267601,0.0,3106.463,3572.008999999998,838.4249999999998
159,7,2,0.2001663609420597,2.0,-0.8,1.0,154.0,7.8,5481.505000352858,1.0,1487.0559999999998,3510.6570000000006,1170.484999999999
159,7,3,0.0188224828959679,0.0,-0.6,1.0,79.0,7.4,3046.8400008678445,0.0,731.8209999999999,3387.177000000002,230.11699999999988
160,7,0,0.049052721518388,3.0,-1.2,1.0,118.0,7.2,5750.14400267601,0.0,3106.463,3572.008999999998,838.4249999999998
160,7,1,0.2001663609420597,2.0,-0.8,1.0,154.0,7.8,5481.505000352858,1.0,1487.0559999999998,3510.6570000000006,1170.484999999999
160,7,2,0.0188224828959679,0.0,-0.6,1.0,79.0,7.4,3046.8400008678445,0.0,731.8209999999999,3387.177000000002,230.11699999999988
160,7,3,0.0103046275291194,1.0,-0.6,1.0,98.0,7.0,6057.330000400543,0.0,1177.695,4767.509000000001,671.5270000000002
161,7,0,0.2001663609420597,2.0,-0.8,1.0,154.0,7.8,5481.505000352858,1.0,1487.0559999999998,3510.6570000000006,1170.484999999999
161,7,1,0.0188224828959679,0.0,-0.6,1.0,79.0,7.4,3046.8400008678445,0.0,731.8209999999999,3387.177000000002,230.11699999999988
161,7,2,0.0103046275291194,1.0,-0.6,1.0,98.0,7.0,6057.330000400543,0.0,1177.695,4767.509000000001,671.5270000000002
161,7,3,0.0411650971467409,0.0,0.4,0.8,75.0,6.8,3830.3459987640376,0.0,2532.247,2881.1290000000004,583.6550000000002
162,7,0,0.0188224828959679,0.0,-0.6,1.0,79.0,7.4,3046.8400008678445,0.0,731.8209999999999,3387.177000000002,230.11699999999988
162,7,1,0.0103046275291194,1.0,-0.6,1.0,98.0,7.0,6057.330000400543,0.0,1177.695,4767.509000000001,671.5270000000002
162,7,2,0.0411650971467409,0.0,0.4,0.8,75.0,6.8,3830.3459987640376,0.0,2532.247,2881.1290000000004,583.6550000000002
162,7,3,0.0616085178227266,0.0,-0.6,1.0,73.0,7.0,3712.8329997062674,0.0,590.0930000000001,3013.5790000000006,103.59099999999998
163,7,0,0.0103046275291194,1.0,-0.6,1.0,98.0,7.0,6057.330000400543,0.0,1177.695,4767.509000000001,671.5270000000002
163,7,1,0.0411650971467409,0.0,0.4,0.8,75.0,6.8,3830.3459987640376,0.0,2532.247,2881.1290000000004,583.6550000000002
163,7,2,0.0616085178227266,0.0,-0.6,1.0,73.0,7.0,3712.8329997062674,0.0,590.0930000000001,3013.5790000000006,103.59099999999998
163,7,3,0.0252922751060056,0.0,-0.2,1.0,83.0,6.8,5083.85499882698,0.0,838.294,4299.830000000001,90.45399999999998
164,7,0,0.0411650971467409,0.0,0.4,0.8,75.0,6.8,3830.3459987640376,0.0,2532.247,2881.1290000000004,583.6550000000002
164,7,1,0.0616085178227266,0.0,-0.6,1.0,73.0,7.0,3712.8329997062674,0.0,590.0930000000001,3013.5790000000006,103.59099999999998
164,7,2,0.0252922751060056,0.0,-0.2,1.0,83.0,6.8,5083.85499882698,0.0,838.294,4299.830000000001,90.45399999999998
164,7,3,0.006817240295425,0.0,-0.2,1.0,108.0,7.0,12600.60599923134,7.0,4216.040000000002,7938.286,390.407
165,7,0,0.0616085178227266,0.0,-0.6,1.0,73.0,7.0,3712.8329997062674,0.0,590.0930000000001,3013.5790000000006,103.59099999999998
165,7,1,0.0252922751060056,0.0,-0.2,1.0,83.0,6.8,5083.85499882698,0.0,838.294,4299.830000000001,90.45399999999998
165,7,2,0.006817240295425,0.0,-0.2,1.0,108.0,7.0,12600.60599923134,7.0,4216.040000000002,7938.286,390.407
165,7,3,0.0544708514885384,1.0,0.25,1.0,58.0,6.75,3715.2509992122655,5.0,1431.3290000000004,2517.51,164.737
166,8,0,0.043431899641577,3.0,-1.0,0.0,34.0,7.0,2508.2549996376047,0.0,335.79200000000003,1320.8620000000003,1073.377
166,8,1,0.1377085877085877,0.0,-0.2,0.6,107.0,7.0,7729.770000696179,0.0,1268.5570000000002,4043.1170000000006,2999.969
166,8,2,0.135562652965878,2.0,0.5,1.5,122.0,8.0,7892.531001091001,0.0,3956.0330000000013,3294.5470000000014,1950.957000000001
166,8,3,0.1323286052009455,1.0,0.25,0.25,98.0,7.0,8167.157000541687,0.0,1605.234,4101.488,2453.259
167,8,0,0.1377085877085877,0.0,-0.2,0.6,107.0,7.0,7729.770000696179,0.0,1268.5570000000002,4043.1170000000006,2999.969
167,8,1,0.135562652965878,2.0,0.5,1.5,122.0,8.0,7892.531001091001,0.0,3956.0330000000013,3294.5470000000014,1950.957000000001
167,8,2,0.1323286052009455,1.0,0.25,0.25,98.0,7.0,8167.157000541687,0.0,1605.234,4101.488,2453.259
167,8,3,0.1714707942000329,0.0,-0.2,0.8,89.0,7.6,6928.638001918793,1.0,3581.692,3956.027,1995.9960000000003
168,8,0,0.135562652965878,2.0,0.5,1.5,122.0,8.0,7892.531001091001,0.0,3956.0330000000013,3294.5470000000014,1950.957000000001
168,8,1,0.1323286052009455,1.0,0.25,0.25,98.0,7.0,8167.157000541687,0.0,1605.234,4101.488,2453.259
168,8,2,0.1714707942000329,0.0,-0.2,0.8,89.0,7.6,6928.638001918793,1.0,3581.692,3956.027,1995.9960000000003
168,8,3,0.1115808823529411,0.0,0.0,1.0,70.0,7.8,3907.130999803545,0.0,1289.9340000000004,1982.9500000000005,786.5549999999994
169,7,0,0.1323286052009455,1.0,0.25,0.25,98.0,7.0,8167.157000541687,0.0,1605.234,4101.488,2453.259
169,7,1,0.1714707942000329,0.0,-0.2,0.8,89.0,7.6,6928.638001918793,1.0,3581.692,3956.027,1995.9960000000003
169,7,2,0.1115808823529411,0.0,0.0,1.0,70.0,7.8,3907.130999803545,0.0,1289.9340000000004,1982.9500000000005,786.5549999999994
169,7,3,0.2112978524743231,1.0,0.0,0.8,66.0,7.8,8933.720999002453,4.0,3951.6169999999997,594.2369999999999,4444.2210000000005
170,8,0,0.1714707942000329,0.0,-0.2,0.8,89.0,7.6,6928.638001918793,1.0,3581.692,3956.027,1995.9960000000003
170,8,1,0.1115808823529411,0.0,0.0,1.0,70.0,7.8,3907.130999803545,0.0,1289.9340000000004,1982.9500000000005,786.5549999999994
170,8,2,0.2112978524743231,1.0,0.0,0.8,66.0,7.8,8933.720999002453,4.0,3951.6169999999997,594.2369999999999,4444.2210000000005
170,8,3,0.1606054568913174,1.0,-0.2,0.4,93.0,7.0,7504.32200050354,0.0,4744.612,2110.401,2416.3319999999994
171,7,0,0.1115808823529411,0.0,0.0,1.0,70.0,7.8,3907.130999803545,0.0,1289.9340000000004,1982.9500000000005,786.5549999999994
171,7,1,0.2112978524743231,1.0,0.0,0.8,66.0,7.8,8933.720999002453,4.0,3951.6169999999997,594.2369999999999,4444.2210000000005
171,7,2,0.1606054568913174,1.0,-0.2,0.4,93.0,7.0,7504.32200050354,0.0,4744.612,2110.401,2416.3319999999994
171,7,3,0.2258536234024724,3.0,0.0,0.75,58.0,7.75,8370.869999647139,0.0,3575.6030000000005,4091.482,1642.4749999999995
172,7,0,0.2112978524743231,1.0,0.0,0.8,66.0,7.8,8933.720999002453,4.0,3951.6169999999997,594.2369999999999,4444.2210000000005
172,7,1,0.1606054568913174,1.0,-0.2,0.4,93.0,7.0,7504.32200050354,0.0,4744.612,2110.401,2416.3319999999994
172,7,2,0.2258536234024724,3.0,0.0,0.75,58.0,7.75,8370.869999647139,0.0,3575.6030000000005,4091.482,1642.4749999999995
172,7,3,0.1625525210084033,4.0,-0.6,0.4,111.0,6.8,9183.504000902176,0.0,3632.4840000000004,4494.396,1418.497
173,7,0,0.1606054568913174,1.0,-0.2,0.4,93.0,7.0,7504.32200050354,0.0,4744.612,2110.401,2416.3319999999994
173,7,1,0.2258536234024724,3.0,0.0,0.75,58.0,7.75,8370.869999647139,0.0,3575.6030000000005,4091.482,1642.4749999999995
173,7,2,0.1625525210084033,4.0,-0.6,0.4,111.0,6.8,9183.504000902176,0.0,3632.4840000000004,4494.396,1418.497
173,7,3,0.2095738980962975,2.0,0.0,0.4,92.0,7.2,7130.967000246046,0.0,2552.3930000000005,3950.6470000000018,1325.6770000000006
174,7,0,0.2258536234024724,3.0,0.0,0.75,58.0,7.75,8370.869999647139,0.0,3575.6030000000005,4091.482,1642.4749999999995
174,7,1,0.1625525210084033,4.0,-0.6,0.4,111.0,6.8,9183.504000902176,0.0,3632.4840000000004,4494.396,1418.497
174,7,2,0.2095738980962975,2.0,0.0,0.4,92.0,7.2,7130.967000246046,0.0,2552.3930000000005,3950.6470000000018,1325.6770000000006
174,7,3,0.1495238095238096,0.0,-0.4,0.2,80.0,7.0,9345.663000106812,0.0,4372.860999999999,3621.811,3003.382
175,7,0,0.1625525210084033,4.0,-0.6,0.4,111.0,6.8,9183.504000902176,0.0,3632.4840000000004,4494.396,1418.497
175,7,1,0.2095738980962975,2.0,0.0,0.4,92.0,7.2,7130.967000246046,0.0,2552.3930000000005,3950.6470000000018,1325.6770000000006
175,7,2,0.1495238095238096,0.0,-0.4,0.2,80.0,7.0,9345.663000106812,0.0,4372.860999999999,3621.811,3003.382
175,7,3,0.2922739018087855,2.0,-0.4,0.8,62.0,7.0,4097.588000059133,0.0,3294.654,1476.8960000000002,559.4639999999999
176,6,0,0.2095738980962975,2.0,0.0,0.4,92.0,7.2,7130.967000246046,0.0,2552.3930000000005,3950.6470000000018,1325.6770000000006
176,6,1,0.1495238095238096,0.0,-0.4,0.2,80.0,7.0,9345.663000106812,0.0,4372.860999999999,3621.811,3003.382
176,6,2,0.2922739018087855,2.0,-0.4,0.8,62.0,7.0,4097.588000059133,0.0,3294.654,1476.8960000000002,559.4639999999999
176,6,3,0.0204257246376811,1.0,-1.0,0.4,30.0,7.0,5300.544999361039,0.0,3803.0829999999996,963.4999999999999,533.1599999999999
177,7,0,0.1495238095238096,0.0,-0.4,0.2,80.0,7.0,9345.663000106812,0.0,4372.860999999999,3621.811,3003.382
177,7,1,0.2922739018087855,2.0,-0.4,0.8,62.0,7.0,4097.588000059133,0.0,3294.654,1476.8960000000002,559.4639999999999
177,7,2,0.0204257246376811,1.0,-1.0,0.4,30.0,7.0,5300.544999361039,0.0,3803.0829999999996,963.4999999999999,533.1599999999999
177,7,3,0.1949472096530919,3.0,-0.6,0.0,58.0,6.2,6208.289999485022,0.0,2715.2009999999996,3480.832,581.4219999999998
178,7,0,0.2922739018087855,2.0,-0.4,0.8,62.0,7.0,4097.588000059133,0.0,3294.654,1476.8960000000002,559.4639999999999
178,7,1,0.0204257246376811,1.0,-1.0,0.4,30.0,7.0,5300.544999361039,0.0,3803.0829999999996,963.4999999999999,533.1599999999999
178,7,2,0.1949472096530919,3.0,-0.6,0.0,58.0,6.2,6208.289999485022,0.0,2715.2009999999996,3480.832,581.4219999999998
178,7,3,0.1749485596707819,4.0,-0.2,0.0,90.0,6.6,8079.531998872757,1.0,4196.217000000001,4012.4100000000008,2225.362000000001
179,8,0,0.0204257246376811,1.0,-1.0,0.4,30.0,7.0,5300.544999361039,0.0,3803.0829999999996,963.4999999999999,533.1599999999999
179,8,1,0.1949472096530919,3.0,-0.6,0.0,58.0,6.2,6208.289999485022,0.0,2715.2009999999996,3480.832,581.4219999999998
179,8,2,0.1749485596707819,4.0,-0.2,0.0,90.0,6.6,8079.531998872757,1.0,4196.217000000001,4012.4100000000008,2225.362000000001
179,8,3,0.1030959752321981,1.0,0.4,0.8,93.0,7.4,9689.766999959947,0.0,5954.697,4255.662,2658.298999999999
180,8,0,0.1949472096530919,3.0,-0.6,0.0,58.0,6.2,6208.289999485022,0.0,2715.2009999999996,3480.832,581.4219999999998
180,8,1,0.1749485596707819,4.0,-0.2,0.0,90.0,6.6,8079.531998872757,1.0,4196.217000000001,4012.4100000000008,2225.362000000001
180,8,2,0.1030959752321981,1.0,0.4,0.8,93.0,7.4,9689.766999959947,0.0,5954.697,4255.662,2658.298999999999
180,8,3,0.2242842451665981,1.0,-0.2,0.8,94.0,7.6,7552.356999874117,4.0,4825.563,3551.1310000000003,935.9879999999994
181,8,0,0.1749485596707819,4.0,-0.2,0.0,90.0,6.6,8079.531998872757,1.0,4196.217000000001,4012.4100000000008,2225.362000000001
181,8,1,0.1030959752321981,1.0,0.4,0.8,93.0,7.4,9689.766999959947,0.0,5954.697,4255.662,2658.298999999999
181,8,2,0.2242842451665981,1.0,-0.2,0.8,94.0,7.6,7552.356999874117,4.0,4825.563,3551.1310000000003,935.9879999999994
181,8,3,0.2059167095645366,0.0,-0.2,1.0,106.0,7.8,6816.5619995594025,0.0,3465.343,2999.938999999999,6358.007000000003
182,6,0,0.1030959752321981,1.0,0.4,0.8,93.0,7.4,9689.766999959947,0.0,5954.697,4255.662,2658.298999999999
182,6,1,0.2242842451665981,1.0,-0.2,0.8,94.0,7.6,7552.356999874117,4.0,4825.563,3551.1310000000003,935.9879999999994
182,6,2,0.2059167095645366,0.0,-0.2,1.0,106.0,7.8,6816.5619995594025,0.0,3465.343,2999.938999999999,6358.007000000003
182,6,3,0.2339122315592904,0.0,0.4,1.0,49.0,8.2,4206.082000732421,0.0,1490.0949999999998,773.24,1937.1630000000002
183,7,0,0.2242842451665981,1.0,-0.2,0.8,94.0,7.6,7552.356999874117,4.0,4825.563,3551.1310000000003,935.9879999999994
183,7,1,0.2059167095645366,0.0,-0.2,1.0,106.0,7.8,6816.5619995594025,0.0,3465.343,2999.938999999999,6358.007000000003
183,7,2,0.2339122315592904,0.0,0.4,1.0,49.0,8.2,4206.082000732421,0.0,1490.0949999999998,773.24,1937.1630000000002
183,7,3,0.3447415329768271,2.0,-1.5,0.25,71.0,6.5,7659.935000181199,0.0,3784.9340000000007,4107.018,710.2219999999995
184,7,0,0.2059167095645366,0.0,-0.2,1.0,106.0,7.8,6816.5619995594025,0.0,3465.343,2999.938999999999,6358.007000000003
184,7,1,0.2339122315592904,0.0,0.4,1.0,49.0,8.2,4206.082000732421,0.0,1490.0949999999998,773.24,1937.1630000000002
184,7,2,0.3447415329768271,2.0,-1.5,0.25,71.0,6.5,7659.935000181199,0.0,3784.9340000000007,4107.018,710.2219999999995
184,7,3,0.1787429378531073,2.0,-0.25,0.75,61.0,7.25,4463.4839992523175,0.0,1844.24,2041.4730000000004,571.1429999999998
185,8,0,0.2339122315592904,0.0,0.4,1.0,49.0,8.2,4206.082000732421,0.0,1490.0949999999998,773.24,1937.1630000000002
185,8,1,0.3447415329768271,2.0,-1.5,0.25,71.0,6.5,7659.935000181199,0.0,3784.9340000000007,4107.018,710.2219999999995
185,8,2,0.1787429378531073,2.0,-0.25,0.75,61.0,7.25,4463.4839992523175,0.0,1844.24,2041.4730000000004,571.1429999999998
185,8,3,0.2005636070853461,5.0,-0.4,0.6,72.0,7.0,6740.17999982834,1.0,4392.455000000002,3929.228000000001,1070.0729999999992
186,7,0,0.3447415329768271,2.0,-1.5,0.25,71.0,6.5,7659.935000181199,0.0,3784.9340000000007,4107.018,710.2219999999995
186,7,1,0.1787429378531073,2.0,-0.25,0.75,61.0,7.25,4463.4839992523175,0.0,1844.24,2041.4730000000004,571.1429999999998
186,7,2,0.2005636070853461,5.0,-0.4,0.6,72.0,7.0,6740.17999982834,1.0,4392.455000000002,3929.228000000001,1070.0729999999992
186,7,3,0.1450650848574723,1.0,0.0,0.4,112.0,7.6,15929.543998718264,0.0,5626.47,6637.118000000003,2434.4439999999995
187,6,0,0.1787429378531073,2.0,-0.25,0.75,61.0,7.25,4463.4839992523175,0.0,1844.24,2041.4730000000004,571.1429999999998
187,6,1,0.2005636070853461,5.0,-0.4,0.6,72.0,7.0,6740.17999982834,1.0,4392.455000000002,3929.228000000001,1070.0729999999992
187,6,2,0.1450650848574723,1.0,0.0,0.4,112.0,7.6,15929.543998718264,0.0,5626.47,6637.118000000003,2434.4439999999995
187,6,3,0.151670692431562,1.0,0.2,0.6,102.0,6.8,12332.707000970844,0.0,3718.924,5926.630000000002,3229.619000000002
188,7,0,0.2005636070853461,5.0,-0.4,0.6,72.0,7.0,6740.17999982834,1.0,4392.455000000002,3929.228000000001,1070.0729999999992
188,7,1,0.1450650848574723,1.0,0.0,0.4,112.0,7.6,15929.543998718264,0.0,5626.47,6637.118000000003,2434.4439999999995
188,7,2,0.151670692431562,1.0,0.2,0.6,102.0,6.8,12332.707000970844,0.0,3718.924,5926.630000000002,3229.619000000002
188,7,3,0.1462154754374868,3.0,-1.0,0.5,89.0,6.25,7052.253001213073,0.0,1970.1370000000002,3532.641999999998,2057.9010000000007
189,8,0,0.1450650848574723,1.0,0.0,0.4,112.0,7.6,15929.543998718264,0.0,5626.47,6637.118000000003,2434.4439999999995
189,8,1,0.151670692431562,1.0,0.2,0.6,102.0,6.8,12332.707000970844,0.0,3718.924,5926.630000000002,3229.619000000002
189,8,2,0.1462154754374868,3.0,-1.0,0.5,89.0,6.25,7052.253001213073,0.0,1970.1370000000002,3532.641999999998,2057.9010000000007
189,8,3,0.0982638888888889,4.0,0.2,0.6,92.0,6.8,5234.979000806809,0.0,902.0139999999999,3142.4900000000002,1188.4529999999995
190,7,0,0.151670692431562,1.0,0.2,0.6,102.0,6.8,12332.707000970844,0.0,3718.924,5926.630000000002,3229.619000000002
190,7,1,0.1462154754374868,3.0,-1.0,0.5,89.0,6.25,7052.253001213073,0.0,1970.1370000000002,3532.641999999998,2057.9010000000007
190,7,2,0.0982638888888889,4.0,0.2,0.6,92.0,6.8,5234.979000806809,0.0,902.0139999999999,3142.4900000000002,1188.4529999999995
190,7,3,0.0296575670498084,0.0,0.6,0.8,53.0,8.2,5498.428000450133,0.0,3071.304,1397.33,1232.219
191,7,0,0.1462154754374868,3.0,-1.0,0.5,89.0,6.25,7052.253001213073,0.0,1970.1370000000002,3532.641999999998,2057.9010000000007
191,7,1,0.0982638888888889,4.0,0.2,0.6,92.0,6.8,5234.979000806809,0.0,902.0139999999999,3142.4900000000002,1188.4529999999995
191,7,2,0.0296575670498084,0.0,0.6,0.8,53.0,8.2,5498.428000450133,0.0,3071.304,1397.33,1232.219
191,7,3,0.0782393726721457,1.0,0.2,0.6,102.0,7.0,7144.265999794008,0.0,2461.421,3034.968000000001,2439.452000000002
192,7,0,0.0982638888888889,4.0,0.2,0.6,92.0,6.8,5234.979000806809,0.0,902.0139999999999,3142.4900000000002,1188.4529999999995
192,7,1,0.0296575670498084,0.0,0.6,0.8,53.0,8.2,5498.428000450133,0.0,3071.304,1397.33,1232.219
192,7,2,0.0782393726721457,1.0,0.2,0.6,102.0,7.0,7144.265999794008,0.0,2461.421,3034.968000000001,2439.452000000002
192,7,3,0.1444977991196477,6.0,-0.4,0.6,177.0,6.6,15079.281998634337,1.0,3377.4879999999994,7672.972000000004,4082.612000000001
193,8,0,0.0296575670498084,0.0,0.6,0.8,53.0,8.2,5498.428000450133,0.0,3071.304,1397.33,1232.219
193,8,1,0.0782393726721457,1.0,0.2,0.6,102.0,7.0,7144.265999794008,0.0,2461.421,3034.968000000001,2439.452000000002
193,8,2,0.1444977991196477,6.0,-0.4,0.6,177.0,6.6,15079.281998634337,1.0,3377.4879999999994,7672.972000000004,4082.612000000001
193,8,3,0.1337273553358795,4.0,0.0,0.8,105.0,7.0,9755.811999559404,0.0,3225.897,5646.355999999998,2288.483
194,6,0,0.0782393726721457,1.0,0.2,0.6,102.0,7.0,7144.265999794008,0.0,2461.421,3034.968000000001,2439.452000000002
194,6,1,0.1444977991196477,6.0,-0.4,0.6,177.0,6.6,15079.281998634337,1.0,3377.4879999999994,7672.972000000004,4082.612000000001
194,6,2,0.1337273553358795,4.0,0.0,0.8,105.0,7.0,9755.811999559404,0.0,3225.897,5646.355999999998,2288.483
194,6,3,0.235710512674134,5.0,-0.25,0.75,132.0,7.75,7186.624999284746,3.0,2253.273,4125.751,1071.875
195,8,0,0.1444977991196477,6.0,-0.4,0.6,177.0,6.6,15079.281998634337,1.0,3377.4879999999994,7672.972000000004,4082.612000000001
195,8,1,0.1337273553358795,4.0,0.0,0.8,105.0,7.0,9755.811999559404,0.0,3225.897,5646.355999999998,2288.483
195,8,2,0.235710512674134,5.0,-0.25,0.75,132.0,7.75,7186.624999284746,3.0,2253.273,4125.751,1071.875
195,8,3,0.2649999999999999,3.0,-1.0,0.4,94.0,6.4,8179.014999866489,0.0,4327.303,3144.39,1781.675
196,7,0,0.1337273553358795,4.0,0.0,0.8,105.0,7.0,9755.811999559404,0.0,3225.897,5646.355999999998,2288.483
196,7,1,0.235710512674134,5.0,-0.25,0.75,132.0,7.75,7186.624999284746,3.0,2253.273,4125.751,1071.875
196,7,2,0.2649999999999999,3.0,-1.0,0.4,94.0,6.4,8179.014999866489,0.0,4327.303,3144.39,1781.675
196,7,3,0.2065972222222223,10.0,0.0,1.0,123.0,7.5,6388.543001174927,1.0,2467.594,2827.123,1091.9249999999995
197,7,0,0.235710512674134,5.0,-0.25,0.75,132.0,7.75,7186.624999284746,3.0,2253.273,4125.751,1071.875
197,7,1,0.2649999999999999,3.0,-1.0,0.4,94.0,6.4,8179.014999866489,0.0,4327.303,3144.39,1781.675
197,7,2,0.2065972222222223,10.0,0.0,1.0,123.0,7.5,6388.543001174927,1.0,2467.594,2827.123,1091.9249999999995
197,7,3,0.0597158394607842,0.0,-0.6,1.0,48.0,7.2,1710.3350005149846,0.0,874.988,581.577,354.392
198,7,0,0.2649999999999999,3.0,-1.0,0.4,94.0,6.4,8179.014999866489,0.0,4327.303,3144.39,1781.675
198,7,1,0.2065972222222223,10.0,0.0,1.0,123.0,7.5,6388.543001174927,1.0,2467.594,2827.123,1091.9249999999995
